"Entity","Aliases","Toxicity","Purification_Keywords"
"අශුද්ධ අබිං ගෙඩි","අශුද්ධ අහිපේන, ඛස්ඛස් ගෙඩි","High","ඉඟුරු යුෂ"
"අශුද්ධ අබිං ඇට","අශුද්ධ අහිපේන, ඛස්ඛස් ඇට","High","ඉඟුරු යුෂ"
"අශුද්ධ අබිං යුෂ","අශුද්ධ අහිපේන, ඛස්ඛස් යුෂ","High","ඉඟුරු යුෂ"
"අශුද්ධ අබිං තෛලය","අශුද්ධ අහිපේන, ඛස්ඛස් තෛලය","High","ඉඟුරු යුෂ"
"අශුද්ධ අබිං චූර්ණය","අශුද්ධ අහිපේන, ඛස්ඛස් චූර්ණය","High","ඉඟුරු යුෂ"
"අමු ගංජා මුල්","අමු භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"අමු ගංජා පොතු","අමු භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"අමු ගංජා කොළ","අමු භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"අමු ගංජා මල්","අමු භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"අමු ගංජා ගෙඩි","අමු භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
"අමු ගංජා ඇට","අමු භංගා, විජයා, මදනී ඇට","Medium-High","එළකිරි, ජලය"
"අමු ගංජා යුෂ","අමු භංගා, විජයා, මදනී යුෂ","Medium-High","එළකිරි, ජලය"
"අමු ගංජා තෛලය","අමු භංගා, විජයා, මදනී තෛලය","Medium-High","එළකිරි, ජලය"
"අමු ගංජා චූර්ණය","අමු භංගා, විජයා, මදනී චූර්ණය","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා මුල්","වියළි භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා පොතු","වියළි භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා කොළ","වියළි භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා මල්","වියළි භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා ගෙඩි","වියළි භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා ඇට","වියළි භංගා, විජයා, මදනී ඇට","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා යුෂ","වියළි භංගා, විජයා, මදනී යුෂ","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා තෛලය","වියළි භංගා, විජයා, මදනී තෛලය","Medium-High","එළකිරි, ජලය"
"වියළි ගංජා චූර්ණය","වියළි භංගා, විජයා, මදනී චූර්ණය","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා මුල්","පැරණි භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා පොතු","පැරණි භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා කොළ","පැරණි භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා මල්","පැරණි භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා ගෙඩි","පැරණි භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා ඇට","පැරණි භංගා, විජයා, මදනී ඇට","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා යුෂ","පැරණි භංගා, විජයා, මදනී යුෂ","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා තෛලය","පැරණි භංගා, විජයා, මදනී තෛලය","Medium-High","එළකිරි, ජලය"
"පැරණි ගංජා චූර්ණය","පැරණි භංගා, විජයා, මදනී චූර්ණය","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා මුල්","අලුත් භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා පොතු","අලුත් භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා කොළ","අලුත් භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා මල්","අලුත් භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා ගෙඩි","අලුත් භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා ඇට","අලුත් භංගා, විජයා, මදනී ඇට","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා යුෂ","අලුත් භංගා, විජයා, මදනී යුෂ","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා තෛලය","අලුත් භංගා, විජයා, මදනී තෛලය","Medium-High","එළකිරි, ජලය"
"අලුත් ගංජා චූර්ණය","අලුත් භංගා, විජයා, මදනී චූර්ණය","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා මුල්","ශුද්ධ භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා පොතු","ශුද්ධ භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා කොළ","ශුද්ධ භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා මල්","ශුද්ධ භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා ගෙඩි","ශුද්ධ භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා ඇට","ශුද්ධ භංගා, විජයා, මදනී ඇට","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා යුෂ","ශුද්ධ භංගා, විජයා, මදනී යුෂ","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා තෛලය","ශුද්ධ භංගා, විජයා, මදනී තෛලය","Medium-High","එළකිරි, ජලය"
"ශුද්ධ ගංජා චූර්ණය","ශුද්ධ භංගා, විජයා, මදනී චූර්ණය","Medium-High","එළකිරි, ජලය"
"අශුද්ධ ගංජා මුල්","අශුද්ධ භංගා, විජයා, මදනී මුල්","Medium-High","එළකිරි, ජලය"
"අශුද්ධ ගංජා පොතු","අශුද්ධ භංගා, විජයා, මදනී පොතු","Medium-High","එළකිරි, ජලය"
"අශුද්ධ ගංජා කොළ","අශුද්ධ භංගා, විජයා, මදනී කොළ","Medium-High","එළකිරි, ජලය"
"අශුද්ධ ගංජා මල්","අශුද්ධ භංගා, විජයා, මදනී මල්","Medium-High","එළකිරි, ජලය"
"අශුද්ධ ගංජා ගෙඩි","අශුද්ධ භංගා, විජයා, මදනී ගෙඩි","Medium-High","එළකිරි, ජලය"
